ID_Progreso,ID_Usuario,ID_Plan,Porcentaje_Completado,Fecha_Actualizacion,Tipo_Plan
PROG-01933,USR-01679,PLAN-008,100.0,2025-06-25,Yoga
PROG-01934,USR-06752,PLAN-100,64.0,2025-02-20,HIIT
PROG-01935,USR-05675,PLAN-060,50.0,2025-08-24,Cardio
PROG-01936,USR-01380,PLAN-012,28.0,2024-12-25,Fuerza
PROG-01937,USR-04998,PLAN-085,38.0,2024-12-01,Meditación
PROG-01938,USR-07326,PLAN-025,75.0,2025-03-24,Cardio
PROG-01939,USR-06677,PLAN-052,89.0,2025-01-17,Fuerza
PROG-01940,USR-06077,PLAN-098,61.0,2025-02-25,HIIT
PROG-01941,USR-04020,PLAN-052,77.0,2025-05-01,Yoga
PROG-01942,USR-03228,PLAN-045,25.0,2025-08-15,Fuerza
PROG-01943,USR-01322,PLAN-094,9.0,2024-11-14,Cardio
PROG-01944,USR-06009,PLAN-020,100.0,2025-01-14,HIIT
PROG-01945,USR-00448,PLAN-049,56.0,2025-02-11,HIIT
PROG-01946,USR-00295,PLAN-042,,2024-10-28,Fuerza
PROG-01947,USR-00243,PLAN-004,1.0,2025-01-21,Yoga
PROG-01948,USR-04548,PLAN-079,57.0,2025-02-18,Yoga
PROG-01949,USR-02366,PLAN-097,3.0,2024-12-14,Cardio
PROG-01950,USR-01743,PLAN-047,19.0,2025-05-17,HIIT
PROG-01951,USR-03520,PLAN-096,32.0,2025-08-22,Meditación
PROG-01952,USR-00421,PLAN-060,48.0,2025-01-25,Meditación
PROG-01953,USR-05688,PLAN-012,53.0,2024-10-29,Fuerza
PROG-01954,USR-01310,PLAN-012,79.0,2025-07-15,HIIT
PROG-01955,USR-06922,PLAN-084,98.0,2024-10-04,Fuerza
PROG-01956,USR-03036,PLAN-086,,2024-12-09,Yoga
PROG-01957,USR-05407,PLAN-060,6.0,2025-04-24,Fuerza
PROG-01958,USR-04219,PLAN-052,76.0,2025-04-26,Meditación
PROG-01959,USR-04218,PLAN-093,56.0,2025-05-31,Meditación
PROG-01960,USR-04371,PLAN-023,55.0,2025-03-07,Fuerza
PROG-01961,USR-03774,PLAN-067,91.0,2025-03-09,HIIT
PROG-01962,USR-01003,PLAN-037,30.0,2025-02-19,HIIT
PROG-01963,USR-01110,PLAN-033,42.0,2024-10-01,Yoga
PROG-01964,USR-05907,PLAN-012,92.0,2025-04-16,Cardio
PROG-01965,USR-05117,PLAN-100,0.0,2024-11-16,Fuerza
PROG-01966,USR-05485,PLAN-081,52.0,2025-04-04,Fuerza
PROG-01967,USR-04362,PLAN-025,12.0,2025-09-11,Fuerza
PROG-01968,USR-03387,PLAN-039,87.0,2024-10-13,Meditación
PROG-01969,USR-03025,PLAN-052,58.0,2025-01-25,HIIT
PROG-01970,USR-02491,PLAN-039,67.0,2025-01-31,Fuerza
PROG-01971,USR-04700,PLAN-048,30.0,2025-05-08,Cardio
PROG-01972,USR-05969,PLAN-023,,2025-09-09,Cardio
PROG-01973,USR-04514,PLAN-052,93.0,2025-04-11,Fuerza
PROG-01974,USR-06497,PLAN-014,25.0,2025-02-11,HIIT
PROG-01975,USR-02762,PLAN-069,70.0,2024-11-15,Meditación
PROG-01976,USR-00749,PLAN-002,60.0,2025-02-24,HIIT
PROG-01977,USR-07009,PLAN-082,95.0,2025-03-11,HIIT
PROG-01978,USR-02042,PLAN-018,80.0,2024-11-11,Meditación
PROG-01979,USR-07339,PLAN-048,25.0,2024-09-29,Fuerza
PROG-01980,USR-06978,PLAN-044,43.0,2025-07-01,Yoga
PROG-01981,USR-00265,PLAN-076,,2025-08-03,Yoga
PROG-01982,USR-02182,PLAN-076,44.0,2025-03-23,Meditación
PROG-01983,USR-01694,PLAN-096,31.0,2025-06-21,Fuerza
PROG-01984,USR-05039,PLAN-050,55.0,2025-02-23,Cardio
PROG-01985,USR-00393,PLAN-081,24.0,2025-02-18,Yoga
PROG-01986,USR-04117,PLAN-026,,2025-01-02,Fuerza
PROG-01987,USR-02463,PLAN-001,61.0,2025-07-02,HIIT
PROG-01988,USR-03560,PLAN-094,39.0,2025-09-01,HIIT
PROG-01989,USR-06661,PLAN-003,15.0,2024-12-13,Yoga
PROG-01990,USR-02363,PLAN-059,77.0,2025-06-19,HIIT
PROG-01991,USR-07255,PLAN-042,10.0,2024-11-22,Fuerza
PROG-01992,USR-03739,PLAN-016,66.0,2024-11-23,Cardio
PROG-01993,USR-07393,PLAN-040,26.0,2024-09-29,Meditación
PROG-01994,USR-04932,PLAN-073,36.0,2025-04-25,Meditación
PROG-01995,USR-05290,PLAN-086,,2025-05-08,Yoga
PROG-01996,USR-07747,PLAN-075,45.0,2024-12-01,Fuerza
PROG-01997,USR-01999,PLAN-074,16.0,2024-11-25,Cardio
PROG-01998,USR-04951,PLAN-034,25.0,2025-09-09,HIIT
PROG-01999,USR-03153,PLAN-075,40.0,2025-07-16,HIIT
PROG-02000,USR-05727,PLAN-040,8.0,2025-09-10,HIIT
PROG-00095,USR-04418,PLAN-078,54.0,2024-09-13,Fuerza
PROG-00780,USR-00269,PLAN-091,91.0,2025-07-04,Fuerza
PROG-00739,USR-06241,PLAN-017,74.0,2024-12-29,Yoga
PROG-01684,USR-02766,PLAN-031,24.0,2025-01-05,Meditación
PROG-00544,USR-00468,PLAN-063,,2024-11-05,Cardio
PROG-00566,USR-04849,PLAN-095,76.0,2024-12-21,Cardio
PROG-00116,USR-02713,PLAN-043,,2024-12-01,Cardio
PROG-00615,USR-00296,PLAN-024,55.0,2025-07-03,HIIT
PROG-00707,USR-05550,PLAN-056,55.0,2025-04-07,Yoga
PROG-00043,USR-02589,PLAN-097,69.0,2024-11-13,Meditación
PROG-00489,USR-06380,PLAN-097,90.0,2025-05-15,Yoga
PROG-00090,USR-07250,PLAN-030,87.0,2025-06-04,HIIT
PROG-00496,USR-02775,PLAN-017,5.0,2025-02-21,HIIT
PROG-01532,USR-04269,PLAN-005,48.0,2025-01-15,Fuerza
PROG-00235,USR-06453,PLAN-058,61.0,2025-05-07,Yoga
PROG-01247,USR-03350,PLAN-079,85.0,2025-06-18,Yoga
PROG-00094,USR-03603,PLAN-066,7.0,2025-02-06,Cardio
PROG-00194,USR-01906,PLAN-062,15.0,2024-10-27,Fuerza
PROG-01980,USR-06978,PLAN-044,43.0,2025-07-01,Yoga
PROG-01933,USR-01679,PLAN-008,100.0,2025-06-25,Yoga
PROG-01491,USR-04224,PLAN-035,70.0,2024-11-07,Cardio
PROG-00646,USR-00637,PLAN-056,18.0,2025-04-15,Yoga
PROG-00414,USR-07145,PLAN-046,13.0,2025-04-06,Fuerza
PROG-00258,USR-04240,PLAN-029,20.0,2025-03-23,Fuerza
PROG-01517,USR-07749,PLAN-096,87.0,2025-08-08,Cardio
